(1674.9581680000001, -175.4904392),
(1675.809829875, -174.419019175),
(1676.5367720000002, -173.2563456),
(1677.1482156250001, -172.01173062499998),
(1677.6533820000002, -170.6944864),
(1678.0614923750002, -169.313925075),
(1678.3817680000002, -167.87935879999998),
(1678.6234301250001, -166.400099725),
(1678.7957000000004, -164.88545999999997),
(1678.9077988750003, -163.34475177499996),
(1678.9689480000004, -161.78728719999998),
(1678.9883686250005, -160.22237842499996),
(1678.9752820000006, -158.65933759999996),
(1678.9389093750005, -157.10747687499995),
(1678.8884720000005, -155.57610839999995),
(1678.8331911250007, -154.07454432499995),
(1678.7822880000008, -152.61209679999993),
(1678.744983875001, -151.19807797499993),
(1678.730500000001, -149.84179999999992),
(1678.7997901625, -145.832249028875),
(1678.9915922999999, -141.496898921),
(1679.2829288874998, -136.874216884625),
(1679.6508224, -132.002670128),
(1680.0722953124998, -126.920725859375),
(1680.5243701, -121.66685128699999),
(1680.9840692374999, -116.279513619125),
(1681.4284151999998, -110.79718006399997),
(1681.8344304624998, -105.25831782987498),
(1682.1791374999998, -99.70139412499998),
(1682.4395587874997, -94.16487615762496),
(1682.5927167999996, -88.68723113599997),
(1682.6156340124994, -83.30692626837495),
(1682.4853328999993, -78.06242876299996),
(1682.1788359374993, -72.99220582812495),
(1681.6731655999993, -68.13472467199993),
(1680.945344362499, -63.52845250287494),
(1679.972394699999, -59.21185652899993),
(1678.731339087499, -55.22340395862493),
(1677.1991999999989, -51.601561999999916),
(1676.688399175, -50.730910841875),
(1676.0499734, -49.925550765),
(1675.290052725, -49.183257865625),
(1674.4147672, -48.501808239999995),
(1673.430246875, -47.878977984375),
(1672.3426218, -47.312543194999996),
(1671.158022025, -46.800279968125),
(1669.8825775999999, -46.33996439999999),
(1668.5224185749998, -45.92937258687499),
(1667.0836749999999, -45.56628062499999),
(1665.5724769249998, -45.24846461062499),
(1663.9949543999999, -44.97370063999999),
(1662.357237475, -44.73976480937499),
(1660.6654561999999, -44.544433214999984),
(1658.9257406249997, -44.38548195312498),
(1657.1442207999996, -44.26068711999998),
(1655.3270267749997, -44.16782481187498),
(1653.4802885999998, -44.104671124999975),
(1651.6101363249995, -44.06900215562497),
(1649.7226999999996, -44.05859399999997),
(1600.2559, -189.79883),
(1600.1074735000002, -190.54535093625),
(1599.9856630000002, -191.30386999),
(1599.888412, -192.07325202875),
(1599.813664, -192.85236192000002),
(1599.7593625, -193.64006453125),
(1599.723451, -194.43522473000002),
(1599.703873, -195.23670738375),
(1599.698572, -196.04337736),
(1599.7054915, -196.85409952625),
(1599.722575, -197.66773875),
(1599.747766, -198.48315989875002),
(1599.779008, -199.29922784000001),
(1599.8142445, -200.11480744125),
(1599.851419, -200.92876357),
(1599.888475, -201.73996109375),
(1599.923356, -202.54726488),
(1599.9540055, -203.34953979625),
(1599.978367, -204.14565071),
(1599.994384, -204.93446248875),
(1600.0, -205.71484),
(1599.99864625, -208.84275837750002),
(1599.99757, -211.98542132),
(1599.99674875, -215.1411905425),
(1599.99616, -218.30842776),
(1599.99578125, -221.48549468750002),
(1599.99559, -224.67075304000002),
(1599.99556375, -227.86256453250002),
(1599.99568, -231.05929088000002),
(1599.99591625, -234.25929379750002),
(1599.99625, -237.46093500000003),
(1599.9966587499998, -240.66257620250005),
(1599.9971199999998, -243.86257912000005),
(1599.9976112499999, -247.05930546750005),
(1599.9981099999998, -250.25111696000008),
(1599.9985937499998, -253.43637531250008),
(1599.9990399999997, -256.6134422400001),
(1599.9994262499997, -259.7806794575001),
(1599.9997299999995, -262.9364486800001),
(1599.9999287499995, -266.07911162250014),
(1599.9999999999995, -269.20703000000015),
(1600.0035219, -270.76806863875),
(1600.0135322, -272.32235450999997),
(1600.0291978, -273.87035854625),
(1600.0496856, -275.41255168),
(1600.0741625, -276.94940484374996),
(1600.1017954, -278.48138897),
(1600.1317512, -280.00897499125),
(1600.1631968, -281.53263383999996),
(1600.1952990999998, -283.05283644875),
(1600.2272249999999, -284.57005374999994),
(1600.2581413999999, -286.08475667625),
(1600.2872151999998, -287.59741615999997),
(1600.3136132999998, -289.10850313374993),
(1600.3365025999997, -290.6184885299999),
(1600.3550499999997, -292.1278432812499),
(1600.3684223999996, -293.6370383199999),
(1600.3757866999997, -295.1465445787499),
(1600.3763097999995, -296.6568329899999),
(1600.3691585999995, -298.16837448624983),
(1600.3534999999995, -299.68163999999985),
(1600.2594913125, -307.32398837),
(1600.1794555, -315.04221286),
(1600.1124029375, -322.82994204),
(1600.057344, -330.68080448),
(1600.0132890625, -338.58842875),
(1599.9792485, -346.54644342),
(1599.9542326875, -354.54847706),
(1599.937252, -362.58815824000004),
(1599.9273168124998, -370.65911553),
(1599.9234374999999, -378.7549775),
(1599.9246244375, -386.86937272000006),
(1599.929888, -394.99592976),
(1599.9382385624997, -403.12827719000006),
(1599.9486864999997, -411.26004358000006),
(1599.9602421874997, -419.38485750000007),
(1599.9719159999995, -427.4963475200001),
(1599.9827183124994, -435.5881422100001),
(1599.9916594999995, -443.6538701400001),
(1599.9977499374993, -451.6871598800001),
(1599.9999999999993, -459.68164000000013),
(1600.0, -473.5229485),
(1600.0, -487.364257),
(1600.0, -501.20556550000003),
(1600.0, -515.046874),
(1600.0, -528.8881825),
(1600.0, -542.729491),
(1600.0, -556.5707995),
(1600.0, -570.412108),
(1600.0, -584.2534165),
(1600.0, -598.0947249999999),
(1600.0, -611.9360335),
(1600.0, -625.777342),
(1600.0, -639.6186505),
(1600.0, -653.459959),
(1600.0, -667.3012675),
(1600.0, -681.142576),
(1600.0, -694.9838844999999),
(1600.0, -708.8251929999999),
(1600.0, -722.6665014999999),
(1600.0, -736.50781),
(1600.0, -743.872849),
(1600.0, -751.237888),
(1600.0, -758.6029269999999),
(1600.0, -765.9679659999999),
(1600.0, -773.333005),
(1600.0, -780.698044),
(1600.0, -788.063083),
(1600.0, -795.4281219999999),
(1600.0, -802.7931609999999),
(1600.0, -810.1582),
(1600.0, -817.523239),
(1600.0, -824.888278),
(1600.0, -832.2533169999999),
(1600.0, -839.618356),
(1600.0, -846.983395),
(1600.0, -854.348434),
(1600.0, -861.713473),
(1600.0, -869.078512),
(1600.0, -876.443551),
(1600.0, -883.80859),
(1599.9686451, -885.78813979375),
(1599.8825558, -888.0115922499999),
(1599.7536952, -890.44900898125),
(1599.5940264, -893.0704516),
(1599.4155125, -895.84598171875),
(1599.2301166, -898.74566095),
(1599.0498018, -901.73955090625),
(1598.8865312, -904.7977132),
(1598.7522679, -907.89020944375),
(1598.658975, -910.98710125),
(1598.6186156, -914.05845023125),
(1598.6431528, -917.074318),
(1598.7445497, -920.00476616875),
(1598.9347694, -922.81985635),
(1599.225775, -925.48965015625),
(1599.6295296, -927.9842092),
(1600.1579963, -930.27359509375),
(1600.8231382000001, -932.3278694500001),
(1601.6369184, -934.1170938812501),
(1602.6113, -935.6113300000001),
(1604.0723751, -937.0133584299999),
(1606.0349818, -938.2149117399999),
(1608.4476272, -939.2280469599999),
(1611.2588183999999, -940.0648211199999),
(1614.4170625, -940.73729125),
(1617.8708666, -941.25751438),
(1621.5687378, -941.63754754),
(1625.4591831999999, -941.8894477599999),
(1629.4907099, -942.0252720699999),
(1633.611825, -942.0570774999999),
(1637.7710355999998, -941.9969210799999),
(1641.9168487999998, -941.8568598399999),
(1645.9977716999997, -941.6489508099999),
(1649.9623113999996, -941.3852510199998),
(1653.7589749999997, -941.0778174999998),
(1657.3362695999997, -940.7387072799999),
(1660.6427022999997, -940.3799773899998),
(1663.6267801999995, -940.0136848599998),
(1666.2370103999995, -939.6518867199998),
(1668.4218999999994, -939.3066399999997),
(1670.6571275875, -938.71364658),
(1672.5886507, -937.7713813400001),
(1674.2369148625, -936.51091681),
(1675.6223656, -934.96332552),
(1676.7654484375, -933.15968),
(1677.6866089, -931.13105278),
(1678.4062925125002, -928.9085163899999),
(1678.9449448, -926.52314336),
(1679.3230112875, -924.0060062199999),
(1679.5609375000001, -921.3881775),
(1679.6791689625002, -918.7007297299999),
(1679.6981512000002, -915.9747354399999),
(1679.6383297375, -913.2412671599999),
(1679.5201501000001, -910.5313974199998),
(1679.3640578125003, -907.8761987499998),
(1679.1904984000003, -905.3067436799998),
(1679.0199173875003, -902.8541047399998),
(1678.8727603000002, -900.5493544599998),
(1678.7694726625002, -898.4235653699998),
(1678.7305000000003, -896.5078099999997),
(1678.7305, -889.7776345),
(1678.7305, -883.047459),
(1678.7305, -876.3172834999999),
(1678.7305, -869.587108),
(1678.7305, -862.8569325),
(1678.7305, -856.126757),
(1678.7305, -849.3965815),
(1678.7305, -842.6664059999999),
(1678.7305, -835.9362305),
(1678.7305, -829.206055),
(1678.7305, -822.4758795),
(1678.7305, -815.745704),
(1678.7305, -809.0155285),
(1678.7305, -802.285353),
(1678.7305, -795.5551775),
(1678.7305, -788.825002),
(1678.7305, -782.0948265000001),
(1678.7305, -775.364651),
(1678.7305, -768.6344755),
(1678.7305, -761.9043),
(1678.7305, -744.8884795),
(1678.7305, -727.872659),
(1678.7305, -710.8568385),
(1678.7305, -693.8410180000001),
(1678.7305, -676.8251975000001),
(1678.7305, -659.809377),
(1678.7305, -642.7935565),
(1678.7305, -625.777736),
(1678.7305, -608.7619155),
(1678.7305, -591.746095),
(1678.7305, -574.7302745),
(1678.7305, -557.714454),
(1678.7305, -540.6986335),
(1678.7305, -523.682813),
(1678.7305, -506.6669925),
(1678.7305, -489.65117200000003),
(1678.7305, -472.6353515),
(1678.7305, -455.619531),
(1678.7305, -438.60371050000003),
(1678.7305, -421.58789),
(1678.7305, -417.2704095),
(1678.7305, -412.95292900000004),
(1678.7305, -408.6354485),
(1678.7305, -404.317968),
(1678.7305, -400.0004875),
(1678.7305, -395.683007),
(1678.7305, -391.3655265),
(1678.7305, -387.048046),
(1678.7305, -382.7305655),
(1678.7305, -378.413085),
(1678.7305, -374.0956045),
(1678.7305, -369.778124),
(1678.7305, -365.4606435),
(1678.7305, -361.143163),
(1678.7305, -356.82568249999997),
(1678.7305, -352.508202),
(1678.7305, -348.1907215),
(1678.7305, -343.873241),
(1678.7305, -339.55576049999996),
(1678.7305, -335.23828),
(1678.7559546749999, -333.71300023875),
(1678.8255854, -332.10230891),
(1678.929292225, -330.41735544625),
(1679.0569752, -328.66928928),
(1679.1985343749998, -326.86925984375),
(1679.3438698, -325.02841657),
(1679.4828815249998, -323.15790889125),
(1679.6054695999999, -321.26888624000003),
(1679.701534075, -319.37249804875),
(1679.760975, -317.47989375),
(1679.7736924249998, -315.60222277625),
(1679.7295863999998, -313.75063456),
(1679.6185569749998, -311.93627853375),
(1679.4305041999999, -310.17030413),
(1679.1553281249999, -308.46386078125),
(1678.7829287999998, -306.82809792),
(1678.3032062749996, -305.27416497875),
(1677.7060605999998, -303.81321139),
(1676.9813918249997, -302.45638658625),
(1676.1190999999997, -301.21484),
(1675.3736665499998, -300.39216531874996),
(1674.5351074, -299.67713614999997),
(1673.61203435, -299.06267230625),
(1672.6130592, -298.54169360000003),
(1671.54679375, -298.10711984375),
(1670.4218498, -297.75187085),
(1669.2468391500001, -297.46886643125004),
(1668.0303736, -297.2510264),
(1666.7810649500002, -297.09127056875),
(1665.5075250000002, -296.98251875000005),
(1664.2183655500003, -296.91769075625007),
(1662.9221984000003, -296.8897064000001),
(1661.6276353500004, -296.89148549375005),
(1660.3432882000004, -296.91594785000007),
(1659.0777687500006, -296.9560132812501),
(1657.8396888000007, -297.0046016000001),
(1656.6376601500006, -297.0546326187501),
(1655.4802946000007, -297.0990261500001),
(1654.376203950001, -297.1307020062501),
(1653.334000000001, -297.1425800000001),
(1650.4957623875, -297.141497),
(1647.7022241, -297.14063600000003),
(1644.9511719625, -297.13997900000004),
(1642.2403928, -297.13950800000003),
(1639.5676734375, -297.139205),
(1636.9308007, -297.13905200000005),
(1634.3275614125, -297.13903100000005),
(1631.7557424000001, -297.13912400000004),
(1629.2131304875002, -297.139313),
(1626.6975125000001, -297.13958),
(1624.2066752625, -297.13990700000005),
(1621.7384056000003, -297.14027600000003),
(1619.2904903375004, -297.14066900000006),
(1616.8607163000004, -297.1410680000001),
(1614.4468703125003, -297.14145500000006),
(1612.0467392000005, -297.1418120000001),
(1609.6581097875005, -297.1421210000001),
(1607.2787689000006, -297.1423640000001),
(1604.9065033625006, -297.1425230000001),
(1602.5391000000006, -297.1425800000001),
(1602.4249399999999, -291.7753925),
(1602.31078, -286.408205),
(1602.19662, -281.0410175),
(1602.08246, -275.67383),
(1601.9683, -270.3066425),
(1601.85414, -264.939455),
(1601.73998, -259.5722675),
(1601.62582, -254.20508),
(1601.5116600000001, -248.8378925),
(1601.3975, -243.470705),
(1601.28334, -238.1035175),
(1601.16918, -232.73633),
(1601.05502, -227.3691425),
(1600.9408600000002, -222.001955),
(1600.8267, -216.6347675),
(1600.71254, -211.26758),
(1600.5983800000001, -205.9003925),
(1600.48422, -200.533205),
(1600.3700600000002, -195.1660175),
(1600.2559, -189.79883),
(1907.3535, -44.691406),
(1906.25431875, -44.699023708375),
(1905.151458, -44.720417287000004),
(1904.04694725, -44.754054866125),
(1902.942816, -44.798404576),
(1901.84109375, -44.851934546875),
(1900.7438100000002, -44.913112909),
(1899.6529942500001, -44.980407792625),
(1898.5706760000003, -45.052287328000006),
(1897.4988847500003, -45.127219645375),
(1896.4396500000003, -45.203672875),
(1895.3950012500004, -45.280115147125),
(1894.3669680000005, -45.355014592),
(1893.3575797500005, -45.426839339875),
(1892.3688660000005, -45.49405752100001),
(1891.4028562500007, -45.55513726562501),
(1890.4615800000008, -45.608546704000005),
(1889.5470667500008, -45.65275396637501),
(1888.661346000001, -45.686227183000014),
(1887.8064472500012, -45.70743448412501),
(1886.9844000000012, -45.714844000000014),
(1885.570135925, -45.691576546625),
(1884.0421444, -45.628045953),
(1882.414346475, -45.533659868875),
(1880.7006632, -45.417825944),
(1878.915015625, -45.289951828125),
(1877.0713248, -45.159445171),
(1875.183511775, -45.035713622375006),
(1873.2654976, -44.92816483200001),
(1871.331203325, -44.84620644962501),
(1869.39455, -44.79924612500001),
(1867.469458675, -44.79669150787501),
(1865.5698504, -44.84795024800001),
(1863.7096462250001, -44.962429995125014),
(1861.9027672000002, -45.149538399000015),
(1860.163134375, -45.41868310937502),
(1858.5046688000002, -45.779271776000016),
(1856.9412915250002, -46.24071204862502),
(1855.4869236000002, -46.81241157700002),
(1854.1554860750002, -47.503778010875024),
(1852.9609000000003, -48.32421900000003),
(1851.6482787625, -49.6289351715),
(1850.5437001, -51.268062612),
(1849.6319465875001, -53.2074699105),
(1848.8978008, -55.413025656),
(1848.3260453125, -57.850598437500004),
(1847.9014627, -60.486056844000004),
(1847.6088355375, -63.285269464500004),
(1847.4329464, -66.21410488800001),
(1847.3585778625, -69.2384317035),
(1847.3705125, -72.32411850000001),
(1847.4535328875, -75.43703386650002),
(1847.5924216, -78.54304639200001),
(1847.7719612125, -81.60802466550001),
(1847.9769343, -84.597837276),
(1848.1921234375, -87.47835281250002),
(1848.4023112, -90.21543986400002),
(1848.5922801625, -92.77496701950001),
(1848.7468129, -95.12280286800002),
(1848.8506919874999, -97.22481599850002),
(1848.8887, -99.04687500000003),
(1848.8887, -106.79296875),
(1848.8887, -114.5390625),
(1848.8887, -122.28515625),
(1848.8887, -130.03125),
(1848.8887, -137.77734375),
(1848.8887, -145.5234375),
(1848.8887, -153.26953125),
(1848.8887, -161.015625),
(1848.8887, -168.76171875),
(1848.8887, -176.5078125),
(1848.8887, -184.25390625),
(1848.8887, -192.0),
(1848.8887, -199.74609375),
(1848.8887, -207.4921875),
(1848.8887, -215.23828125),
(1848.8887, -222.984375),
(1848.8887, -230.73046875),
(1848.8887, -238.4765625),
(1848.8887, -246.22265625),
(1848.8887, -253.96875),
(1848.8887, -281.3972655),
(1848.8887, -308.825781),
(1848.8887, -336.2542965),
(1848.8887, -363.682812),
(1848.8887, -391.1113275),
(1848.8887, -418.539843),
(1848.8887, -445.96835849999997),
(1848.8887, -473.396874),
(1848.8887, -500.82538949999997),
(1848.8887, -528.253905),
(1848.8887, -555.6824205),
(1848.8887, -583.110936),
(1848.8887, -610.5394515),
(1848.8887, -637.9679669999999),
(1848.8887, -665.3964824999999),
(1848.8887, -692.824998),
(1848.8887, -720.2535134999999),
(1848.8887, -747.6820289999999),
(1848.8887, -775.1105445),
(1848.8887, -802.53906),
(1848.8887, -807.1105445),
(1848.8887, -811.6820289999999),
(1848.8887, -816.2535134999999),
(1848.8887, -820.8249979999999),
(1848.8887, -825.3964824999999),
(1848.8887, -829.9679669999999),
(1848.8887, -834.5394514999999),
(1848.8887, -839.1109359999999),
(1848.8887, -843.6824204999999),
(1848.8887, -848.253905),
(1848.8887, -852.8253895),
(1848.8887, -857.396874),
(1848.8887, -861.9683585),
(1848.8887, -866.539843),
(1848.8887, -871.1113275),
(1848.8887, -875.682812),
(1848.8887, -880.2542965),
(1848.8887, -884.825781),
(1848.8887, -889.3972655),
(1848.8887, -893.96875),
(1848.8638463125, -895.70782259875),
(1848.7953235, -897.54148189),
(1848.6921889374998, -899.45838861625),
(1848.5635, -901.44720352),
(1848.4183140624998, -903.49658734375),
(1848.2656885, -905.59520083),
(1848.1146806874997, -907.7317047212499),
(1847.9743479999997, -909.8947597599999),
(1847.8537478124997, -912.0730266887499),
(1847.7619374999997, -914.2551662499998),
(1847.7079744374996, -916.4298391862498),
(1847.7009159999996, -918.5857062399997),
(1847.7498195624994, -920.7114281537497),
(1847.8637424999993, -922.7956656699996),
(1848.0517421874993, -924.8270795312496),
(1848.322875999999, -926.7943304799995),
(1848.686201312499, -928.6860792587495),
(1849.1507754999989, -930.4909866099994),
(1849.725655937499, -932.1977132762494),
(1850.4198999999987, -933.7949199999993),
(1851.5871951875001, -935.2977313225),
(1853.4782925000002, -936.63893728),
(1856.0164245625, -937.8219818575001),
(1859.124824, -938.8503090400001),
(1862.7267234375001, -939.7273628125),
(1866.7453555, -940.45658716),
(1871.1039528125, -941.0414260675001),
(1875.725748, -941.4853235200001),
(1880.5339736875, -941.7917235025001),
(1885.4518625, -941.96407),
(1890.4026470625001, -942.0058069975),
(1895.3095600000001, -941.9203784800001),
(1900.0958339375002, -941.7112284325001),
(1904.6847015, -941.3818008400001),
(1908.9993953125002, -940.9355396875001),
(1912.963148, -940.3758889600001),
(1916.4991921875003, -939.7062926425001),
(1919.5307605000003, -938.9301947200001),
(1921.9810855625003, -938.0510391775001),
(1923.7734000000003, -937.0722700000001),
(1925.19526225, -935.8093763525),
(1926.421346, -934.21964502),
(1927.46493675, -932.3352114175),
(1928.33932, -930.18821096),
(1929.05778125, -927.8107790625),
(1929.633606, -925.23505114),
(1930.08007975, -922.4931626075),
(1930.410488, -919.61724888),
(1930.6381162500002, -916.6394453725001),
(1930.7762500000001, -913.5918875000001),
(1930.8381747500002, -910.5067106775001),
(1930.8371760000002, -907.4160503200002),
(1930.7865392500003, -904.3520418425002),
(1930.6995500000003, -901.3468206600002),
(1930.5894937500002, -898.4325221875002),
(1930.4696560000002, -895.6412818400003),
(1930.3533222500002, -893.0052350325003),
(1930.2537780000002, -890.5565171800004),
(1930.1843087500004, -888.3272636975004),
(1930.1582000000003, -886.3496100000004),
(1930.1582, -878.603516),
(1930.1582, -870.857422),
(1930.1582, -863.111328),
(1930.1582, -855.365234),
(1930.1582, -847.61914),
(1930.1582, -839.8730459999999),
(1930.1582, -832.126952),
(1930.1582, -824.380858),
(1930.1582, -816.634764),
(1930.1582, -808.88867),
(1930.1582, -801.142576),
(1930.1582, -793.396482),
(1930.1582, -785.650388),
(1930.1582, -777.9042939999999),
(1930.1582, -770.1582),
(1930.1582, -762.412106),
(1930.1582, -754.666012),
(1930.1582, -746.919918),
(1930.1582, -739.173824),
(1930.1582, -731.42773),
(1930.1582, -703.7452105),
(1930.1582, -676.062691),
(1930.1582, -648.3801715),
(1930.1582, -620.697652),
(1930.1582, -593.0151324999999),
(1930.1582, -565.332613),
(1930.1582, -537.6500935),
(1930.1582, -509.967574),
(1930.1582, -482.2850545),
(1930.1582, -454.602535),
(1930.1582, -426.9200155),
(1930.1582, -399.237496),
(1930.1582, -371.55497649999995),
(1930.1582, -343.872457),
(1930.1582, -316.1899375),
(1930.1582, -288.507418),
(1930.1582, -260.8248985),
(1930.1582, -233.14237899999995),
(1930.1582, -205.4598595),
(1930.1582, -177.77733999999998),
(1930.1582, -173.07890270000001),
(1930.1582, -168.38046540000002),
(1930.1582, -163.6820281),
(1930.1582, -158.9835908),
(1930.1582, -154.2851535),
(1930.1582, -149.5867162),
(1930.1582, -144.88827890000002),
(1930.1582, -140.1898416),
(1930.1582, -135.4914043),
(1930.1582, -130.792967),
(1930.1582, -126.09452970000001),
(1930.1582, -121.39609240000001),
(1930.1582, -116.69765509999999),
(1930.1582, -111.99921780000001),
(1930.1582, -107.3007805),
(1930.1582, -102.60234319999999),
(1930.1582, -97.9039059),
(1930.1582, -93.2054686),
(1930.1582, -88.50703130000001),
(1930.1582, -83.808594),
(1930.1738052875, -82.263574179),
(1930.2148523, -80.63080162199999),
(1930.2726877625, -78.922163988),
(1930.3386584, -77.149548936),
(1930.4041109375, -75.324844125),
(1930.4603920999998, -73.45993721399999),
(1930.4988486124998, -71.566715862),
(1930.5108271999998, -69.65706772799999),
(1930.4876745874997, -67.74288047099999),
(1930.4207374999996, -65.83604174999999),
(1930.3013626624995, -63.94843922399999),
(1930.1208967999992, -62.09196055199999),
(1929.8706866374991, -60.27849339299999),
(1929.542078899999, -58.51992540599999),
(1929.1264203124988, -56.82814424999999),
(1928.6150575999986, -55.21503758399999),
(1927.9993374874985, -53.69249306699999),
(1927.2706066999983, -52.27239835799999),
(1926.4202119624981, -50.966641115999984),
(1925.439499999998, -49.78710899999998),
(1924.8399376749999, -49.19809983275),
(1924.1961324, -48.653443672),
(1923.510111725, -48.15161192925),
(1922.7839032, -47.691076016000004),
(1922.019534375, -47.27030734375),
(1921.2190328, -46.887777324),
(1920.3844260249998, -46.54195736825),
(1919.5177416, -46.231318888),
(1918.6210070749999, -45.95433329475),
(1917.69625, -45.709472),
(1916.7454979249999, -45.495206415249996),
(1915.7707784, -45.310007952),
(1914.7741189749997, -45.15234802175),
(1913.7575471999999, -45.020698036),
(1912.7230906249997, -44.91352940624999),
